id_venda,data,cliente,produto,categoria,quantidade,preco_unitario,regiao,canal_venda,desconto
1047,2025-10-16,Natalia Gomes,Curso SQL Basico,Cursos,3,129.9,Nordeste,Marketplace,0.05
1048,2024-06-27,William Almeida,Camiseta Dry Fit,Moda,2,49.9,Sudeste,Marketplace,0.05
1049,2024-12-31,Gabriela Gomes,Caneca Termica,Casa,1,84.9,Nordeste,Loja Fisica,0.0
1050,2024-06-28,Kaique Santos,Planner 2025,Papelaria,2,39.9,Centro-Oeste,Online,0.0
1051,2024-05-10,Eduarda Barbosa,Mochila Executiva,Acessorios,3,159.9,Sudeste,Online,0.1
1052,2025-12-19,Rafael Pereira,Notebook PRO 14,Eletronicos,2,4200.0,Nordeste,Loja Fisica,0.15
1053,2024-02-03,Eduarda Ferreira,Planner 2025,Papelaria,3,39.9,Sudeste,Online,0.05
1054,2025-09-18,Gabriela Gomes,Camiseta Dry Fit,Moda,2,49.9,Sudeste,Online,0.1
1055,2024-04-16,Natalia Costa,Planner 2025,Papelaria,1,39.9,Nordeste,Marketplace,0.05
1056,2024-03-20,Gabriela Lima,Camiseta Dry Fit,Moda,4,48.4,Sul,Marketplace,0.05
1057,2024-06-20,desconhecido,Camiseta Dry Fit,Moda,1,49.9,Centro-Oeste,Online,0.0
1058,2025-04-02,Lucas Santos,Camiseta Dry Fit,Moda,3,49.9,Sul,Loja Fisica,0.0
1059,2024-09-12,William Souza,Mesa Compacta,Moveis,1,649.9, Sudeste ,Online,0.2
1060,2024-09-19,Carla Barbosa,Tenis Runner,Moda,1,299.9,Sul,Online,0.1
1061,2024-02-19,Kaique Rodrigues,Notebook Pro 14,Eletrônicos,2,4200.0,Sul,WhatsApp,0.0
1062,2024-06-19,Larissa Rodrigues,Curso SQL Basico,Cursos,2,132.5,Sudeste,Online,0.1
1063,2024-12-25,Paula Pereira,Livro Python Pratico,Livros,3,79.9,Sudeste,Online,0.0
1064,2025-05-05,Rafael Gomes,Monitor 24,Eletronicos,2,799.9,Sudeste,Online,0.0
1065,2024-06-15,Marcos Souza,Luminaria LED,Casa,4,67.8,Sudeste,Online,0.05
1066,2024-10-28,Lucas Lima,Mouse Sem Fio,Eletronicos,2,89.9,Sudeste,Online,0.1
1067,2024-04-17,Bruno Lima,Garrafa Termica,Casa,2,58.1,Centro-Oeste,Online,0.1
1068,2025-01-19,Eduarda Barbosa,Cadeira Office,Moveis,2,899.9,Sul,Marketplace,0.0
1069,2025-07-14,Bruno Lima,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Marketplace,0.0
1070,2025-09-20,Natalia Barbosa,Caneca Termica,Casa,5,84.9,Nordeste,Loja Fisica,0.0
1071,2025-03-17,Thiago Costa,Notebook Pro 14,Eletronicos,3,4200.0,Sul,Marketplace,0.0
1072,2025-03-20,Eduarda Silva,Caneca Termica,Casa,2,84.9,Sudeste,Online,0.1
1073,2024-12-05,Felipe Oliveira,Monitor 24,Eletronicos,1,799.9,Nordeste,Online,0.0
1074,2025-12-14,Paula Barbosa,Curso SQL Básico,Cursos,3,129.9,Norte,Online,0.05
1075,2024-09-28,Vanessa Santos,SSD 1TB,Eletronicos,1,446.1,Centro-Oeste,Loja Fisica,0.0
1076,2024-08-31,Carla Silva,Mochila Executiva,Acessorios,2,159.9,Sudeste,Loja Fisica,0.1
1077,2025-08-08,Paula Rodrigues,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.0
1078,2024-02-25,Julia Silva,Headset Gamer,Eletronicos,3,199.9,Sul,Loja Fisica,0.0
1079,2024-03-30,Isabela Gomes,Curso SQL Basico,Cursos,2,129.9,Sudeste,Loja Fisica,0.1
1080,2025-05-06,Felipe Souza,Caneca Termica,Casa,1,84.9,Sudeste,Marketplace,0.0
1081,2024-07-30,Eduarda Gomes,Notebook Pro 14,Eletronicos,1,4200.0,Sul,Online,0.05
1082,2024-03-24,Natalia Souza,Mochila Executiva,Acessorios,2,159.9,Nordeste,Online,0.05
1083,2025-02-11,Natalia Rodrigues,Mochila Executiva,Acessorios,1,159.9,Nordeste,Marketplace,0.05
1084,2024-04-03,Thiago Almeida,Garrafa Termica,Casa,4,59.9,Nordeste,Online,0.1
1085,2024-07-08,Julia Pereira,Livro Python Pratico,Livros,2,81.5,Centro-Oeste,Online,0.0
1086,2024-07-10,Marcos Silva,Tenis Runner,Moda,1,299.9,Centro-Oeste,Online,0.05
1087,2025-03-26,Marcos Santos,Garrafa Termica,Casa,2,59.9,Sul,Online,0.1
1088,2024-10-02,Rafael Silva,Luminaria LED,Casa,1,69.9,Sul,Online,0.2
1089,2025-12-14,Vanessa Souza,Headset Gamer,Eletronicos,1,199.9,Nordeste,Online,0.0
1090,2025-11-15,Julia Almeida,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Marketplace,0.0
1091,2025-08-26,Gabriela Almeida,Curso SQL Basico,Cursos,2,129.9,Nordeste,Online,0.0
1092,2025-01-31,Otavio Pereira,Mouse Sem Fio,Eletronicos,2,89.9,Sudeste,Loja Fisica,0.1
1093,2025-12-04,Natalia Ferreira,SSD 1TB,Eletronicos,2,459.9,Centro-Oeste,Online,0.05
1094,2025-05-02,Isabela Souza,Luminaria LED,Casa,1,69.9,Sul,WhatsApp,0.0
1095,2024-02-05,Otavio Ferreira,Livro Python Pratico,Livros,2,79.9,Sul,WhatsApp,0.1
1096,2025-08-08,Vanessa Ferreira,Webcam HD,Eletronicos,2,179.9,Nordeste,Marketplace,0.15
1097,2024-05-03,Marcos Costa,Headset Gamer,Eletronicos,2,199.9,Sudeste,Online,0.0
1098,2024-08-04,Felipe Costa,Cadeira Office,Moveis,4,899.9,Sul,Online,0.15
1099,2025-03-09,Bruno Gomes,Mouse Sem Fio,Eletronicos,1,89.9,Centro-Oeste,Marketplace,0.05
1100,2024-07-25,Thiago Costa,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,0.0
1101,2024-09-21,Joao Barbosa,Caneca Termica,Casa,5,84.9,Nordeste,Loja Fisica,0.0
1102,2024-03-30,Kaique Almeida,Teclado Mecanico,Eletronicos,1,249.9,Norte,Marketplace,0.0
1103,2025-07-19,Joao Santos,Livro Python Pratico,Livros,5,81.5,Nordeste,Online,0.1
1104,2025-04-14,Lucas Barbosa,Webcam HD,Eletronicos,3,183.5,Sudeste,Marketplace,0.0
1105,2025-08-24,Otavio Pereira,Caneca Termica,Casa,1,84.9,Centro-Oeste,Online,0.0
1106,2025-02-28,Diego Costa,Monitor 24,Eletronicos,1,799.9,Nordeste,Online,0.2
1107,2025-08-25,Rafael Souza,Planner 2025,Papelaria,1,38.7,Sul,Marketplace,0.0
1108,2025-07-30,Carla Santos,Monitor 24,Eletronicos,1,-799.9,Nordeste,Loja Fisica,0.15
1109,2024-12-18,Larissa Santos,SSD 1TB,Eletronicos,3,459.9,Sudeste,Loja Fisica,0.1
1110,2025-11-01,Natalia Ferreira,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.0
1111,2025-04-29,Ana Costa,Caneca Termica,Casa,3,84.9,Sul,Online,0.1
1112,2025-02-16,Diego Ferreira,Garrafa Termica,Casa,2,59.9,Sudeste,Loja Fisica,0.0
1113,2025-11-28,William Pereira,Caneca Termica,Casa,1,84.9,,Online,0.0
1114,2025-02-09,Joao Barbosa,Mouse Sem Fio,Eletronicos,3,89.9,Nordeste,WhatsApp,0.15
1115,2024-02-20,Yasmin Rodrigues,Luminaria LED,Casa,1,67.8,Sudeste,Online,0.0
1116,2025-01-16,Lucas Lima,Garrafa Termica,Casa,3,59.9,Sudeste,Online,0.0
1117,2024-11-14,Henrique Rodrigues,Mochila Executiva,Acessorios,1,159.9,Sudeste,Online,0.1
1118,2024-08-21,Diego Santos,Monitor 24,Eletronicos,1,799.9,Nordeste,Loja Fisica,0.1
1119,2024-11-24,Henrique Barbosa,Smartphone X,Eletronicos,1,2899.9,Sul,Loja Fisica,0.0
1120,2025-09-11,Thiago Souza,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,0.2
1121,2025-03-28,Felipe Pereira,Mesa Compacta,Moveis,1,649.9,Sudeste,Marketplace,0.1
1122,2025-06-12,Julia Silva,Tablet Lite,Eletronicos,2,1499.9,Sudeste,Loja Fisica,0.0
1123,2024-06-11,Bruno Santos,Webcam HD,Eletronicos,1,179.9,Sul,Online,0.2
1124,2025-02-17,Diego Almeida,Webcam HD,Eletronicos,2,179.9,Sudeste,Online,0.0
1125,2024-01-30,Eduarda Oliveira,Planner 2025,Papelaria,2,39.9,Sudeste,Online,0.35
1126,2024-02-29,Gabriela Silva,Mesa Compacta,Moveis,4,649.9,Sudeste,Online,0.05
1127,2024-02-21,Julia Barbosa,Smartphone X,Eletronicos,5,2899.9,Sudeste,Online,0.05
1128,2024-10-07,Julia Rodrigues,Mesa Compacta,Moveis,4,-649.9,Nordeste,Loja Fisica,0.0
1129,2025-02-10,Thiago Souza,Webcam HD,Eletronicos,2,174.5,Sudeste,Loja Fisica,0.15
1130,2024-09-04,Julia Rodrigues,Notebook PRO 14,Eletronicos,1,4200.0,Nordeste,WhatsApp,0.0
1131,2025-04-01,Eduarda Rodrigues,Caneca Termica,Casa,1,84.9,Nordeste,Online,0.0
1132,2025-07-18,Julia Lima,Planner 2025,Papelaria,5,38.7,Sul,Online,0.0
1133,2024-09-21,Yasmin Barbosa,Cadeira Office,Moveis,2,899.9,Sul,Online,0.0
1134,2024-10-18,Lucas Pereira,Teclado Mecanico,Eletronicos,2,249.9,Norte,Loja Fisica,0.0
1135,2024-06-15,Rafael Oliveira,Mouse Sem Fio,Eletronicos,5,89.9,,WhatsApp,0.0
1136,2025-10-24,Gabriela Gomes,Luminaria LED,Casa,1,69.9,Sul,Marketplace,0.0
1137,2024-10-02,Thiago Pereira,Mesa Compacta,Moveis,2,649.9,Sudeste,Online,0.1
1138,2024-01-21,Vanessa Silva,Webcam HD,Eletronicos,1,179.9,Sul,Online,0.0
1139,2024-05-15,Thiago Costa,Tablet Lite,Eletronicos,1,1454.9,Sudeste,Online,0.2
1140,2024-01-09,Gabriela Santos,Caneca Termica,Casa,1,84.9,Sudeste,WhatsApp,0.1
1141,2024-11-08,William Barbosa,Caneca Termica,Casa,3,84.9,Sudeste,Loja Fisica,0.0
1142,2025-03-09,Kaique Lima,Garrafa Termica,Casa,4,59.9,Sudeste,Online,0.05
1143,2024-09-15,Felipe Rodrigues,Smartphone X,Eletronicos,3,2899.9,Sudeste,Online,0.2
1144,2025-11-24,Otavio Ferreira,Mochila Executiva,Acessorios,1,159.9,Sudeste,Online,0.1
1145,2025-08-21,Carla Silva,Livro Python Pratico,Livros,0,79.9,Sudeste,Online,0.1
1146,2025-11-09,Julia Almeida,Webcam HD,Eletronicos,1,179.9,Sudeste,Online,0.0
1147,2025-09-15,Isabela Santos,Caneca Termica,Casa,1,84.9,Nordeste,Online,0.15
1148,2025-05-08,Bruno Lima,Monitor 24,Eletronicos,2,799.9,Nordeste,Loja Fisica,0.0
1149,17/10/2025,Joao Santos,Garrafa Termica,Casa,-1,59.9,Nordeste,Loja Fisica,0.15
1150,2025-11-02,William Gomes,Garrafa Termica,Casa,3,59.9,Nordeste,Online,0.0
1151,07-11-2024,Diego Almeida,Mochila Executiva,Acessorios,2,159.9,Nordeste,Loja Fisica,0.1
1152,2024-02-28,Sabrina Pereira,Luminaria LED,Casa,1,69.9,Sul,Loja Fisica,0.0
1153,2025-11-28,Diego Barbosa,Camiseta Dry Fit,Moda,3,49.9,Sudeste,Marketplace,0.15
1154,2025-11-02,Natalia Santos,Notebook PRO 14,Eletronicos,1,4200.0,Sudeste,Loja Fisica,0.0
1155,2025-03-04,KAIQUE PEREIRA,Garrafa Termica,Casa,2,59.9,Nordeste,Online,0.2
1156,2025-08-20,William Ferreira,Mouse Sem Fio,Eletrônicos,3,89.9,Centro-Oeste,Online,0.0
1157,2024-12-17,Yasmin Barbosa,Mesa Compacta,Moveis,1,649.9,Sudeste,Online,0.2
1158,2025-12-03,Paula Gomes,Luminaria LED,Casa,1,69.9,Nordeste,Online,0.1
1159,2025-11-18,Julia Almeida,Tablet Lite,Eletronicos,2,1499.9,Norte,Online,0.1
1160,2024-06-23,Vanessa Almeida,mochila executiva,Acessorios,1,159.9,Nordeste,Loja Fisica,0.0
1161,2024-10-27,Carla Rodrigues,Cadeira office,Livros,1,899.9,Sul,,0.1
1162,2024-09-21,Yasmin Almeida,Headset Gamer,Eletronicos,3,199.9,Nordeste,Online,0.05
1163,2025-11-27,Joao Gomes,Cadeira Office,Moveis,1,899.9,Sul,WhatsApp,0.0
1164,2024-08-15,Julia Oliveira,Teclado Mecanico,Eletronicos,1,254.9,Centro-Oeste,Loja Fisica,0.1
1165,2025-03-06,Joao Lima,mochila executiva,Acessorios,1,155.1,Sudeste,Online,0.0
1166,2025-08-22,Isabela Rodrigues,Garrafa Termica,Casa,5,59.9,Sudeste,Loja Fisica,0.0
1167,2025-04-26,Ana Gomes,Monitor 24,Eletronicos,1,775.9,Sudeste,Marketplace,0.05
1168,2025-08-17,Sabrina Souza,Planner 2025,Papelaria,1,39.9,Sudeste,WhatsApp,0.05
1169,2024-07-18,Otavio Souza,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Online,0.15
1170,2025-06-26,Isabela Pereira,Livro Python Pratico,Livros,1,79.9,Sudeste,Loja Fisica,0.05
1171,2024-06-03,Diego Oliveira,Mouse Sem Fio,Eletronicos,3,87.2,Norte,Online,0.0
1172,2025-02-23,Rafael Rodrigues,Camiseta Dry Fit,Moda,4,49.9,Nordeste,Marketplace,0.0
1173,2024-11-19,William Costa,Headset Gamer,Eletronicos,1,199.9, Sudeste ,Online,0.05
1174,2025-05-14,Joao Gomes,Teclado Mecanico,Eletronicos,5,249.9,Norte,Online,0.0
1175,2024-11-16,Thiago Silva,Cadeira Office,Moveis,1,899.9,Sul,Loja Fisica,0.05
1176,2025-04-07,Henrique Oliveira,Notebook Pro 14,Eletrônicos,1,4200.0,Nordeste,Online,0.05
1177,2025-08-13,Eduarda Rodrigues,Cadeira Office,Moveis,1,899.9,Sul,Online,0.1
1178,2024-05-12,Sabrina Pereira,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Online,0.1
1179,2025-02-17,Larissa Rodrigues,Curso SQL Basico,Cursos,2,129.9,Sul,Loja Fisica,0.0
1180,2024-01-05,Ana Almeida,Livro Python Pratico,Livros,3,79.9,Nordeste,Online,0.1
1181,2025-01-17,Lucas Lima,Mesa Compacta,Moveis,4,649.9,Sudeste,Online,0.2
1182,2024-07-14,Lucas Gomes,Webcam HD,Eletronicos,1,179.9,Sudeste,Online,0.05
1183,2025-10-03,Yasmin Oliveira,Notebook PRO 14,Eletrônicos,1,4200.0,Sudeste,Marketplace,0.1
1184,2025-12-11,Julia Santos,Luminaria LED,Casa,1,69.9,Sudeste,Online,0.1
1185,2024-04-15,Kaique Almeida,Headset Gamer,Eletronicos,1,199.9,Sudeste,Online,0.05
1186,2024-11-09,Eduarda Souza,Planner 2025,Papelaria,5,39.9,Sudeste,Loja Fisica,0.15
1187,2024-11-01,Isabela Rodrigues,Mouse Sem Fio,Eletronicos,2,89.9,Sul,Loja Fisica,0.1
1188,2025-09-02,Otavio Lima,Webcam HD,Eletronicos,3,179.9,Sul,Online,0.05
1189,2025-12-04,Diego Lima,Curso SQL Basico,Cursos,2,129.9,Sudeste,Online,0.1
1190,2025-01-02,Felipe Costa,Tablet Lite,Eletrônicos,1,1454.9,Sudeste,Online,0.0
1191,2024-01-20,Gabriela Oliveira,Livro Python Pratico,Livros,1,79.9,Sudeste,Loja Fisica,0.1
1192,2024-08-04,Yasmin Silva,Headset Gamer,Eletronicos,1,203.9,Nordeste,Marketplace,0.0
1193,2025-05-31,Eduarda Souza,Planner 2025,Papelaria,3,39.9,Sul,Online,0.0
1194,2025-12-29,Thiago Silva,Tenis Runner,Moda,1,299.9,Sul,Online,0.05
1195,2025-10-17,Henrique Almeida,Livro Python Pratico,Livros,2,79.9,Centro-Oeste,Online,0.15
1196,2024-02-19,Sabrina Silva,Caneca Termica,Casa,3,84.9,Sudeste,Loja Fisica,0.0
1197,2025-10-31,,Monitor 24,Eletronicos,3,799.9,Sudeste,WhatsApp,0.05
1198,2025-03-02,Marcos Pereira,Monitor 24,Eletronicos,1,799.9,Sul,Online,0.15
1199,2025-07-14,Henrique Rodrigues,Monitor 24,Eletronicos,1,799.9,Nordeste,Loja Fisica,0.0
1200,2024-07-29,William Gomes,Headset Gamer,Eletronicos,1,199.9,Sudeste,Marketplace,0.0
1201,2024-11-04,Larissa Gomes,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Loja Fisica,0.1
1202,2025-11-09,Otavio Santos,Monitor 24,Eletronicos,1,799.9,Sudeste,Online,0.0
1203,2025-09-12,William Costa,Caneca Térmica,Casa,3,84.9,Sudeste,Online,0.05
1204,2024-04-17,Otavio Barbosa,Curso SQL Basico,Cursos,1,132.5,Sudeste,Online,0.0
1205,2024-04-30,Isabela Souza,Caneca Termica,Casa,3,84.9,Norte,Online,0.1
1206,2025-05-24,Felipe Ferreira,Monitor 24,Eletronicos,1,799.9,Nordeste,Loja Fisica,0.0
1207,2024-09-26,Otavio Oliveira,Mesa Compacta,Moveis,1,649.9,Centro-Oeste,Online,0.05
1208,2025-12-21,Larissa Santos,Tenis Runner,Moda,2,305.9,Sudeste,Online,0.0
1209,2024-02-10,Paula Rodrigues,Cadeira Office,Moveis,2,872.9,Sudeste,Online,0.05
1210,2025-12-05,Natalia Lima,Mesa Compacta,Moveis,1,649.9,Sul,WhatsApp,0.05
1211,2024-01-03,Lucas Gomes,Luminaria LED,Casa,4,69.9,Sudeste,Online,0.05
1212,2024-04-23,Rafael Gomes,Teclado Mecanico,Eletronicos,1,249.9,Sudeste,Loja Fisica,0.0
1213,2024-06-01,Bruno Almeida,Tablet Lite,Eletronicos,1,1499.9,Sul,Loja Fisica,0.0
1214,2024-04-13,Henrique Gomes,Teclado Mecanico,Eletronicos,3,249.9,N/A,Online,0.1
1215,2025-04-12,Isabela Santos,Luminaria LED,Casa,4,67.8,Sul,Loja Fisica,0.05
1216,2024-02-21,Carla Costa,Smartphone X,Eletronicos,1,2899.9,Sudeste,Loja Fisica,0.05
1217,2024-10-24,Julia Gomes,Mouse Sem Fio,Eletronicos,3,89.9,Nordeste,Online,0.1
1218,2025-03-12,Yasmin Souza,Camiseta Dry Fit,Moda,2,49.9,Sudeste,Online,0.0
1219,2024-02-16,Lucas Costa,Monitor 24,Eletrônicos,2,775.9,Sul,Online,0.15
1220,2024-12-02,Julia Rodrigues,Cadeira Office,Moveis,3,899.9,Centro-Oeste,Online,0.05
1221,2024-10-01,Yasmin Souza,Caneca Térmica,Casa,2,84.9,Sul,Online,0.0
1222,2024-12-16,Eduarda Souza,Tenis Runner,Moda,1,305.9,Sul,Marketplace,0.05
1223,2025-02-13,Marcos Santos,Livro Python Pratico,Livros,1,79.9,Norte,Online,0.0
1224,2025-12-07,Natalia Pereira,Livro Python Pratico,Livros,4,79.9,Sudeste,Online,0.05
1225,2024-04-25,Diego Barbosa,Cadeira Office,Moveis,4,899.9,Sul,Loja Fisica,0.1
1226,2024-06-12,Carla Pereira,Mouse Sem Fio,Eletronicos,1,87.2,Nordeste,Loja Fisica,0.0
1227,2025-05-09,Rafael Gomes,Planner 2025,Papelaria,1,39.9,Sudeste,,0.2
1228,2024-07-04,Sabrina Pereira,Smartphone X,Eletronicos,1,2899.9, Sudeste ,Marketplace,0.2
1229,2025-09-18,Lucas Gomes,Tenis Runner,Moda,1,299.9,Sul,Online,0.05
1230,2025/05/09,Natalia Souza,Headset Gamer,Eletronicos,1,199.9,Centro-Oeste,Online,0.1
1231,2025-03-27,Ana Souza,Curso SQL Basico,Cursos,1,126.0,Sul,Online,0.05
1232,2025-11-01,Joao Silva,Garrafa Termica,Casa,4,61.1,Sudeste,Marketplace,0.05
1233,2025-08-13,Yasmin Ferreira,Webcam HD,Eletronicos,2,179.9,Sul,Loja Fisica,0.0
1234,2025-11-16,Joao Almeida,Luminaria LED,Casa,1,67.8,Sudeste,Loja Fisica,
1235,2025-12-05,William Ferreira,Webcam HD,Eletronicos,1,179.9,Sudeste,WhatsApp,0.0
1236,2025-03-19,Vanessa Barbosa,Monitor 24,Cursos,2,7999.0,Sudeste,Online,0.0
1237,2025-05-08,Julia Gomes,Luminaria LED,Casa,4,69.9,Nordeste,Online,0.0
1238,2024-06-01,Paula Ferreira,Livro Python Pratico,Livros,2,77.5,Nordeste,Online,0.05
1239,2024-01-12,Thiago Costa,Mouse Sem Fio,Eletronicos,5,89.9,Sudeste,Marketplace,0.15
1240,2025/04/25,Natalia Costa,Webcam HD,Eletronicos,1,179.9,Sudeste,Marketplace,0.1
1241,2025-05-18,Joao Oliveira,Teclado Mecânico,Eletronicos,1,249.9,Sul,Loja Fisica,0.2
1242,2024-10-11,Ana Almeida,Camiseta Dry Fit,Moda,1,50.9,Sudeste,Online,0.0
1243,2025-07-17,THIAGO PEREIRA,Luminaria LED,Casa,1,69.9,Sul,Online,0.15
1244,2024-08-28,Bruno Rodrigues,Livro Python Pratico,Livros,3,79.9,Sul,Online,0.0
1245,2025-08-09,Marcos Souza,Smartphone X,Eletronicos,2,2899.9,Sul,Online,0.05
1246,2025-04-02,Joao Souza,Tablet Lite,Eletronicos,2,1499.9,Sul,Online,0.05
1247,2025-10-31,Lucas Souza,Tablet Lite,Eletronicos,1,1499.9,Sudeste,Online,0.0
1248,2025-02-26,Ana Almeida,Livro Python Pratico,Livros,1,79.9,Sudeste,Online,0.1
1249,2024-01-01,Bruno Ferreira,SSD 1TB,Eletronicos,1,459.9,Norte,Marketplace,0.2
1250,2025-10-14,Isabela Almeida,Caneca Termica,Casa,1,84.9,Sudeste,Online,0.0
1251,2024-07-30,Thiago Gomes,SSD 1TB,Eletronicos,1,446.1,Sudeste,Online,0.05
1252,2024-12-15,Julia Silva,Smartphone X,Eletronicos,1,2899.9,Sul,Online,0.1
1253,2025-04-10,Joao Almeida,Luminaria LED,Casa,1,69.9,Sudeste,Loja Física,0.15
1254,2025-09-06,Natalia Barbosa,Caneca Termica,Casa,1,82.35,Sudeste,Online,0.05
1255,2025-04-08,Carla Souza,Tenis Runner,Moda,1,299.9,Sudeste,Online,0.0
1256,2024-01-03,Joao Lima,Luminaria LED,Casa,3,69.9,Sudeste,Online,0.0
1257,2025-07-14,Otavio Lima,Mochila Executiva,Acessorios,4,159.9,Sudeste,Loja Fisica,0.05
1258,2024-02-16,Eduarda Rodrigues,,Eletronicos,2,799.9,Sudeste,Online,0.0
1259,2025-02-23,Carla Santos,Headset Gamer,Eletronicos,4,199.9,Centro-Oeste,Marketplace,0.1
1260,2024-07-19,Felipe Souza,Caneca Termica,Casa,1,84.9,Sudeste,Online,0.0
1261,2024-08-08,Marcos Oliveira,Livro Python Pratico,Livros,2,79.9,Nordeste,Online,0.05
1262,2024-04-20,Larissa Silva,Camiseta Dry Fit,Moda,0,49.9,Sul,Loja Fisica,0.05
1263,2024-05-06,Marcos Rodrigues,Planner 2025,Papelaria,1,39.9,Sudeste,Loja Física,0.05
1264,2025-05-31,Diego Rodrigues,Planner 2025,Papelaria,3,39.9,Nordeste,Online,0.1
1265,2025-06-27,Yasmin Silva,Notebook Pro 14,Eletronicos,1,4200.0,Sul,Online,0.0
1266,2025-03-19,Rafael Rodrigues,SSD 1TB,Eletrônicos,3,459.9,Sudeste,Marketplace,0.0
1267,2024-06-30,William Ferreira,Webcam HD,Eletronicos,1,179.9,Nordeste,Online,0.0
1268,2024-05-11,Carla Pereira,Cadeira office,Móveis,1,899.9,Nordeste,Online,0.05
1269,2025-09-12,Joao Almeida,Caneca Termica,Casa,4,84.9,Sul,Marketplace,0.0
1270,2025-03-04,Sabrina Barbosa,Livro Python Pratico,Livros,1,79.9,Nordeste,Online,0.1
1271,2024-10-07,Kaique Lima,Luminaria LED,Casa,1,69.9,Nordeste,Marketplace,0.05
1272,2025-04-08,,Mochila Executiva,Acessorios,1,159.9,Sudeste,Loja Fisica,0.0
1273,2025-09-08,William Barbosa,Curso SQL Basico,Cursos,1,129.9,Sudeste,,0.0
1274,2024-11-02,William Almeida,Webcam HD,Eletronicos,1,179.9,Norte,Marketplace,0.0
1275,2025-12-29,Yasmin Almeida,Camiseta Dry Fit,Moda,3,49.9,Sudeste,Loja Fisica,0.0
1276,2024-07-24,Felipe Ferreira,Mesa Compacta,Moveis,1,649.9,Sudeste,Loja Fisica,0.0
1277,2025-12-04,Julia Gomes,Mochila Executiva,Acessorios,1,159.9,Sul,WhatsApp,0.05
1278,2025-12-28,Thiago Costa,Headset Gamer,Eletronicos,3,199.9,Nordeste,Online,0.1
1279,2025-07-09,William Gomes,Webcam HD,Eletronicos,3,179.9,Sudeste,Online,0.0
1280,2025-12-28,Carla Lima,Camiseta Dry Fit,Moda,4,49.9,Norte,Marketplace,0.0
1281,2025-05-06,Rafael Ferreira,SSD 1TB,Eletronicos,1,459.9,Centro-Oeste,Online,0.2
1282,2025-11-21,Yasmin Almeida,Curso SQL Basico,Cursos,1,129.9,Nordeste,WhatsApp,0.0
1283,2025-03-08,Lucas Almeida,mochila executiva,Acessorios,1,159.9,Sul,Online,0.0
1284,2024-01-26,Kaique Costa,Monitor 24,Eletronicos,1,799.9,Nordeste,Loja Fisica,0.15
1285,2025-11-17,Ana Oliveira,Mouse Sem Fio,Eletronicos,4,89.9,Norte,WhatsApp,0.0
1286,2024-06-13,Isabela Gomes,Garrafa Termica,Casa,2,59.9,Nordeste,Online,0.0
1287,2024-05-29,Ana Barbosa,Garrafa Termica,Acessorios,8,59.9,Centro-Oeste,Online,0.0
1288,2024-07-27,Paula Silva,Mochila Executiva,Acessorios,1,159.9,Sudeste,Marketplace,0.2
1289,2025-04-08,Carla Ferreira,Tenis Runner,Moda,3,299.9,Centro-Oeste,Online,0.15
1290,2024-08-17,Yasmin Gomes,SSD 1TB,Eletronicos,1,459.9,Sudeste,Online,0.1
1291,2025-02-02,Gabriela Almeida,SSD 1TB,Eletronicos,5,459.9,Norte,Online,0.05
1292,2025-12-10,Vanessa Silva,Mochila Executiva,Acessorios,1,159.9,Sudeste,Marketplace,0.2
1293,2025-01-31,Larissa Gomes,Livro Python Pratico,Livros,3,79.9,Sudeste,Marketplace,0.0
1294,2025-07-19,Ana Silva,Camiseta Dry Fit,Moda,3,49.9,Centro-Oeste,WhatsApp,0.0
1295,2024-07-26,Sabrina Rodrigues,Garrafa Termica,Casa,1,59.9,Nordeste,Online,0.05
1296,2025-10-10,William Barbosa,Luminaria LED,Casa,2,69.9,Sudeste,Online,0.0
1297,2025-08-25,Paula Barbosa,Tenis Runner,Moda,2,299.9,Norte,Online,0.1
1298,2024-07-20,Yasmin Oliveira,Caneca Térmica,Casa,1,84.9,Sul,Marketplace,0.1
1299,2025-04-04,Eduarda Gomes,Mochila Executiva,Acessorios,1,159.9,Sul,WhatsApp,0.0
1300,2024-07-10,Eduarda Barbosa,Teclado Mecanico,Eletronicos,1,249.9,Nordeste,Loja Fisica,0.0
1301,2024-05-02,Kaique Silva,Webcam HD,Eletronicos,1,179.9,Sudeste,Marketplace,0.15
1302,2024-10-12,Paula Santos,Curso SQL Basico,Cursos,1,129.9,Sudeste,Online,0.2
1303,2024-06-13,Rafael Santos,Headset Gamer,Eletronicos,1,199.9,Nordeste,Online,0.15
1304,2024-12-04,Marcos Barbosa,Notebook Pro 14,Eletronicos,1,4200.0,Sudeste,Loja Fisica,0.0
1305,2024-02-10,Diego Lima,Headset Gamer,Eletronicos,4,199.9,Sul,Marketplace,0.0
1306,2024-02-22,THIAGO FERREIRA,Caneca Térmica,Casa,2,84.9,Sul,Loja Fisica,0.0
